301	4.371392231024826e-01	4.169991004209403e-01	6.172964520696322e-01	4.742052036086789e-01	3.277612258878617e-01 
302	4.153977330359638e-01	3.134708196134013e-01	3.957028847104351e-01	3.529245506928818e-01	3.767045338291035e-01 
303	3.215115379487444e-01	4.382214331787398e-01	3.059996801781992e-01	4.823611647940215e-01	2.940330282776110e-01 
304	2.665510299112294e-01	1.321949153147905e-01	5.256042999519964e-01	4.343621960955528e-01	4.164203232182113e-01 
305	6.761631013655880e-01	6.366273684165606e-01	5.539409809627027e-01	6.991071529294854e-01	6.576236027412454e-01 
306	3.637733965916943e-01	4.696771662773905e-01	4.920558195812068e-01	3.252380753995017e-01	3.041626795641384e-01 
307	6.348399287689904e-01	5.652433124603528e-01	3.330326960638498e-01	5.221634632210768e-01	4.659172468099556e-01 
308	6.994522571344906e-01	3.574283394010330e-01	5.790530723080993e-01	5.011682013617320e-01	4.322214048323710e-01 
309	1.582570899624052e-01	1.847925188010087e-01	1.942873869580555e-01	1.642403010066670e-01	2.854640877131953e-01 
310	4.170532525059236e-01	3.322620971228576e-01	3.199312272891386e-01	5.520431784452673e-01	3.476723212080999e-01 
311	5.094006269295799e-01	4.564632460918474e-01	4.142987556203120e-01	6.905980932247583e-01	4.919044102698966e-01 
312	5.270057655221601e-01	6.052979447301756e-01	5.446700909030959e-01	5.499302150679402e-01	6.221650682128270e-01 
313	6.521621453488041e-01	6.118951916202563e-01	2.056847582499599e-01	6.556448386713025e-01	3.558824771451504e-01 
314	6.403219577581460e-01	3.741267340360998e-01	5.628100961548055e-01	2.632803027975016e-01	5.751749191119819e-01 
315	5.403665431026567e-01	4.995587620085296e-01	4.846144465651169e-01	6.768174370215972e-01	4.903440985622399e-01 
316	1.759863972607076e-01	2.535797818877402e-01	2.213969987319855e-01	1.656702494529139e-01	2.023508238654699e-01 
317	5.396212815670980e-01	5.808004427037747e-01	5.694425092807941e-01	5.486799644196152e-01	5.659168275705808e-01 
318	2.385322372067330e-01	4.441432230140031e-01	3.120117858065377e-01	2.995733999136304e-01	3.287080252612755e-01 
319	6.476488327158232e-01	4.704698123036882e-01	4.808228903247949e-01	4.767469948329365e-01	5.443130078367968e-01 
