100001	3067	61	12	256	46	3937	230	214	115	4160	 
100002	3060	63	14	228	39	3962	232	211	108	4133	 
100003	3054	64	13	201	33	3986	232	213	111	4106	 
100004	3050	69	11	175	46	4011	231	219	119	4079	 
100005	3044	85	15	150	40	4036	240	213	99	4052	 
100006	3034	97	18	127	30	4061	246	211	88	4025	 
100007	3024	106	20	108	20	4085	250	211	80	3998	 
100008	3011	111	21	85	7	4110	250	213	80	3971	 
100009	3001	104	14	67	3	4135	243	221	104	3945	 
100010	2995	62	12	42	2	4160	230	215	115	3918	 
100011	2991	46	16	30	6	4186	223	203	109	3891	 
100012	2985	21	14	0	0	4211	210	209	133	3865	 
100013	2985	347	14	0	0	4236	191	216	162	3838	 
100014	2988	0	14	0	0	4261	199	213	151	3812	 
100015	2985	20	16	30	3	4287	208	205	131	3785	 
100016	2982	29	19	30	4	4312	210	195	115	3759	 
100017	2975	20	20	42	0	4338	202	193	122	3733	 
100018	2975	2	18	60	3	4363	193	203	146	3706	 
100019	2975	15	14	67	7	4389	207	210	138	3680	 
100020	2972	33	12	85	10	4414	218	214	131	3654	 
100021	2968	29	7	108	9	4440	218	224	142	3628	 
100022	2968	45	6	127	13	4466	222	226	139	3602	 
100023	2965	61	11	150	16	4492	229	218	121	3576	 
100024	2959	34	7	170	14	4518	219	225	142	3550	 
100025	2962	45	6	192	20	4543	222	227	140	3524	 
100026	2955	72	17	212	16	4569	237	205	94	3499	 
100027	2942	57	16	228	6	4595	229	203	102	3473	 
100028	2939	22	11	242	7	4622	213	217	139	3447	 
100029	2939	32	10	258	7	4648	218	218	134	3422	 
100030	2932	43	11	277	3	4674	222	216	127	3396	 
100031	2929	14	9	297	7	4700	212	222	147	3371	 
100032	2929	6	9	319	3	4726	210	223	151	3346	 
100033	2929	21	7	339	10	4753	215	224	146	3320	 
100034	2929	35	6	361	13	4779	219	227	144	3295	 
100035	2929	88	8	382	13	4805	232	227	128	3270	 
100036	2919	117	8	404	3	4832	234	233	131	3245	 
100037	2919	180	1	426	3	4858	219	239	157	3220	 
100038	2919	11	4	450	3	4885	216	232	153	3195	 
100039	2919	59	10	443	6	4911	228	219	124	3171	 
100040	2909	65	10	430	3	4938	230	221	123	3146	 
100041	2919	256	6	240	13	5696	206	244	176	2504	 
100042	2922	256	9	270	16	5724	199	246	185	2483	 
100043	2929	251	16	300	23	5751	184	249	202	2462	 
100044	2939	234	15	330	33	5757	193	252	194	2442	 
100045	2942	225	14	360	36	5728	200	253	187	2422	 
100046	2949	233	14	390	43	5698	196	252	192	2402	 
100047	2955	225	12	420	49	5668	203	251	184	2382	 
100048	2959	197	9	450	53	5638	218	248	164	2362	 
100049	2959	148	11	480	53	5609	234	239	135	2343	 
100050	2952	148	11	510	46	5579	234	239	135	2324	 
100051	2952	146	7	540	46	5549	230	239	142	2305	 
100052	2949	112	9	551	32	5520	235	231	127	2287	 
100053	2942	122	6	524	25	5490	230	235	138	2268	 
100054	2934	4	7	297	14	5223	211	226	153	2115	 
100055	2934	16	6	277	14	5194	215	227	149	2099	 
100056	2931	8	7	258	11	5164	212	227	152	2084	 
100057	2935	345	9	242	15	5134	202	225	162	2069	 
100058	2935	7	9	228	15	5105	209	222	150	2054	 
100059	2933	5	8	218	13	5075	210	224	152	2040	 
100060	2935	332	9	212	15	5045	198	228	170	2026	 
100061	2939	330	9	210	19	5016	199	229	170	2012	 
100062	2940	340	6	212	20	4986	207	231	163	1999	 
100063	2941	322	6	218	21	4957	205	234	168	1986	 
100064	2942	300	9	228	22	4927	195	237	182	1974	 
100065	2948	291	14	242	28	4897	181	237	196	1962	 
100066	2956	296	15	258	36	4868	177	234	198	1950	 
100067	2964	311	15	277	44	4838	178	228	190	1939	 
100068	2969	318	17	297	49	4809	172	222	189	1928	 
100069	2984	323	17	339	65	4750	174	220	185	1907	 
100070	2987	336	14	361	66	4720	187	220	171	1897	 
100071	2991	329	13	384	66	4690	189	225	175	1888	 
100072	2993	88	6	426	70	4631	230	229	133	1871	 
