410001	3293	230	8	175	1	1302	208	247	176	1332	 
410002	3295	225	7	162	0	1284	211	247	172	1362	 
410003	3298	225	6	153	3	1266	211	246	172	1392	 
410004	3300	225	6	150	5	1249	212	246	171	1421	 
410005	3302	219	6	150	7	1231	213	246	169	1451	 
410006	3304	225	8	150	9	1215	210	248	174	1481	 
410007	3308	233	9	153	13	1199	205	249	181	1511	 
410008	3312	229	9	162	17	1183	207	248	178	1541	 
410009	3315	225	8	153	4	1168	209	248	175	1570	 
410010	3318	225	8	150	7	1154	210	248	174	1600	 
410011	3326	222	7	150	15	1115	211	247	173	1690	 
410012	3328	225	7	150	17	1103	211	247	172	1719	 
410013	3331	228	6	150	20	1092	211	246	172	1749	 
410014	3333	225	5	150	18	1082	213	245	169	1779	 
410015	3335	217	5	150	17	1072	215	244	166	1809	 
410016	3336	207	4	150	14	1063	217	244	163	1839	 
410017	3337	217	5	150	11	1055	215	244	166	1869	 
410018	3344	248	5	175	10	1031	209	244	173	1988	 
410019	3348	257	8	192	11	1027	201	245	183	2018	 
410020	3353	257	6	212	14	1024	205	244	177	2048	 
410021	3355	266	4	234	16	1022	210	241	169	2078	 
410022	3357	278	3	258	18	1020	210	240	168	2108	 
410023	3359	279	3	283	20	1020	211	239	166	2138	 
410024	3360	283	3	309	21	1020	211	239	167	2167	 
410025	3362	280	4	335	23	1020	208	240	170	2197	 
410026	3364	273	5	362	25	1020	207	241	173	2227	 
410027	3367	270	6	390	28	1020	205	242	176	2257	 
410028	3370	270	4	418	31	1020	210	241	170	2287	 
410029	3371	270	1	446	32	1020	216	238	160	2317	 
410030	3371	79	1	474	32	1020	220	236	152	2347	 
410031	3370	77	3	503	31	1020	224	233	145	2377	 
410032	3368	83	6	532	29	1020	228	230	137	2407	 
410033	3364	84	6	510	42	1022	229	229	133	2437	 
410034	3361	72	5	484	39	1024	226	230	138	2467	 
410035	3359	61	5	457	37	1027	224	229	141	2496	 
410036	3357	68	5	430	35	1031	225	230	139	2526	 
410037	3354	77	6	402	32	1020	228	228	134	2556	 
410038	3350	76	8	376	28	1008	230	226	128	2586	 
410039	3355	333	13	417	84	1006	191	223	172	2742	 
410040	3357	345	10	443	91	1020	200	224	163	2713	 
410041	3358	352	8	470	99	1034	206	226	158	2683	 
410042	3358	350	7	497	106	1050	208	228	159	2654	 
410043	3359	2	5	524	107	1065	212	229	155	2624	 
