570001	2682	126	17	150	1	2001	246	226	103	648	 
570002	2675	126	15	175	5	1982	244	229	110	655	 
570003	2669	131	14	201	11	1963	242	232	117	664	 
570004	2664	128	17	201	23	1944	246	227	105	674	 
570005	2655	127	20	175	24	1926	248	223	94	685	 
570006	2647	134	18	150	20	1908	245	229	106	698	 
570007	2641	135	16	124	17	1890	243	232	113	711	 
570008	2635	128	16	95	11	1873	244	229	109	726	 
570009	2628	117	16	67	15	1856	246	224	102	741	 
570010	2620	102	17	42	9	1839	246	216	93	757	 
570011	2610	99	17	30	0	1822	246	215	92	774	 
570012	2602	115	18	0	0	1806	248	219	92	792	 
570013	2592	143	18	0	0	1790	243	233	111	811	 
570014	2590	200	19	30	1	1775	209	253	172	830	 
570015	2599	230	22	42	20	1760	180	254	204	850	 
570016	2609	238	21	67	30	1745	179	253	207	870	 
570017	2618	231	13	95	39	1731	199	252	189	891	 
570018	2620	127	10	124	43	1717	237	234	127	912	 
570019	2610	98	25	150	33	1704	251	196	58	934	 
570020	2592	91	32	134	72	1691	249	171	25	957	 
570021	2572	87	39	108	62	1677	243	148	0	979	 
570022	2544	87	38	85	35	1664	244	150	0	1003	 
570023	2525	87	31	60	16	1651	247	173	0	1026	 
570024	2508	91	29	30	13	1639	249	180	38	1050	 
570025	2491	107	22	0	0	1627	251	208	74	1074	 
570026	2485	180	14	0	0	1616	225	248	153	1099	 
570027	2491	224	26	30	6	1605	177	253	202	1123	 
570028	2505	230	34	42	24	1594	149	247	217	1148	 
570029	2522	227	35	67	41	1584	149	246	214	1173	 
570030	2536	220	33	95	55	1575	163	249	203	1199	 
570031	2547	214	29	124	72	1566	179	252	193	1224	 
570032	2555	211	24	150	80	1558	193	254	186	1250	 
570033	2561	225	20	175	86	1550	189	254	196	1276	 
570034	2570	248	23	201	107	1539	167	250	216	1302	 
570035	2584	257	25	228	121	1523	152	245	226	1329	 
570036	2598	257	20	256	135	1507	169	247	214	1355	 
570037	2605	241	9	258	36	1492	204	248	181	1382	 
570038	2606	143	5	234	37	1477	227	239	146	1409	 
570039	2602	114	8	212	33	1463	235	232	129	1436	 
570040	2598	117	10	192	29	1449	237	231	124	1463	 
570041	2593	159	7	175	24	1436	228	242	146	1490	 
570042	2595	227	12	162	26	1423	203	251	183	1471	 
570043	2602	241	15	153	33	1410	191	251	196	1452	 
570044	2609	242	13	150	40	1396	195	250	192	1434	 
570045	2614	237	11	153	45	1369	200	250	187	1416	 
570046	2619	238	14	162	50	1342	193	251	194	1398	 
570047	2627	236	14	175	58	1315	195	251	192	1381	 
570048	2631	214	5	192	62	1288	215	245	166	1365	 
570049	2630	73	5	212	61	1262	226	230	139	1348	 
570050	2626	49	10	234	57	1235	224	218	127	1323	 
570051	2622	51	16	255	58	1209	226	204	107	1293	 
570052	2613	58	21	277	49	1183	230	192	86	1263	 
570053	2603	63	22	297	47	1158	233	189	77	1233	 
570054	2591	67	21	319	35	1132	236	193	80	1203	 
570055	2582	70	18	342	26	1107	237	203	91	1173	 
570056	2573	69	16	366	38	1082	235	207	99	1144	 
570057	2566	52	13	391	123	1057	226	211	115	1114	 
570058	2562	29	15	366	119	1032	213	206	125	1084	 
570059	2558	18	20	342	115	1008	201	195	125	1054	 
570060	2555	14	23	319	112	984	192	186	123	1024	 
570061	2552	20	26	297	109	960	193	176	109	994	 
570062	2545	26	26	277	102	932	198	174	100	964	 
570063	2539	31	25	255	96	902	205	178	97	934	 
570064	2531	44	25	228	88	872	216	178	83	904	 
570065	2520	60	27	201	79	842	229	172	59	875	 
570066	2504	69	27	175	63	812	236	175	52	845	 
570067	2491	74	23	150	59	782	240	191	70	815	 
570068	2480	77	26	127	52	752	242	183	56	785	 
570069	2463	74	27	108	35	722	240	179	52	755	 
570070	2451	67	21	85	25	693	236	193	80	726	 
570071	2442	69	21	67	16	663	237	193	78	696	 
570072	2429	78	19	42	6	633	241	201	82	666	 
570073	2421	108	10	30	1	603	238	228	120	636	 
570074	2419	145	13	0	0	573	238	237	126	607	 
570075	2413	153	19	0	0	543	239	238	121	577	 
570076	2403	185	10	95	3	365	222	247	158	400	 
570077	2403	135	4	108	9	335	226	238	146	371	 
570078	2400	60	8	124	11	306	226	224	132	342	 
570079	2396	51	15	134	7	277	226	207	111	313	 
570080	2388	48	21	134	46	247	222	189	91	285	 
570081	2379	35	24	124	59	218	210	181	96	256	 
570082	2373	29	26	108	53	190	201	174	97	228	 
570083	2365	28	28	95	45	162	197	169	93	201	 
570084	2879	253	11	319	86	3408	194	248	191	1756	 
570085	2881	50	4	295	92	3381	221	231	146	1728	 
570086	2876	71	19	268	87	3355	237	201	88	1699	 
570087	2861	77	27	242	76	3328	242	180	50	1671	 
570088	2845	79	26	216	60	3302	243	184	55	1643	 
570089	2832	75	20	192	49	3275	240	199	81	1616	 
570090	2824	71	19	170	48	3249	237	201	88	1588	 
570091	2813	73	24	150	37	3223	240	188	66	1560	 
570092	2799	73	25	127	28	3197	239	183	59	1532	 
570093	2786	70	22	108	15	3170	237	190	73	1505	 
570094	2776	72	18	85	13	3144	237	202	89	1477	 
570095	2767	83	15	67	4	3118	240	212	97	1450	 
570096	2759	101	15	42	3	3092	244	218	99	1423	 
570097	2750	129	14	30	5	3066	242	231	116	1396	 
570098	2747	196	15	0	0	3041	216	251	166	1369	 
570099	2755	223	24	0	0	3015	182	254	199	1342	 
570100	2766	227	28	30	11	2989	169	252	208	1315	 
570101	2778	227	28	60	23	2964	167	252	209	1288	 
570102	2790	229	29	85	46	2938	163	251	211	1262	 
570103	2804	232	29	108	60	2913	160	251	215	1235	 
570104	2817	227	26	127	73	2888	175	253	206	1209	 
570105	2825	212	21	150	81	2862	197	254	186	1183	 
570106	2829	208	21	170	86	2837	201	254	180	1158	 
570107	2835	215	23	192	92	2812	191	254	191	1132	 
570108	2844	224	25	216	101	2787	179	254	201	1107	 
570109	2855	231	26	242	131	2763	170	253	210	1082	 
570110	2867	231	23	268	143	2738	177	253	206	1057	 
570111	2875	212	16	295	151	2713	204	254	181	1032	 
570112	2876	184	14	323	174	2689	223	249	156	1008	 
570113	2875	174	12	350	173	2664	227	246	150	984	 
570114	2874	162	10	376	173	2640	230	243	144	960	 
