92601	9.383934042129635e-01	8.157876165657246e-01	2.836314245516581e-01	1.458588313059224e-01	6.199353740643408e-01	8.927737134009477e-02 
92602	5.960360283944923e-01	3.538576156617411e-01	3.107729727918156e-01	7.713335485995437e-01	2.858540957262060e-01	9.467300898147422e-01 
92603	2.241292261630898e-01	7.294088903485839e-01	3.153926093668643e-01	7.908483356194795e-01	7.238516107778306e-01	8.488333671581155e-01 
92604	6.867465827086692e-01	6.641381586269187e-01	8.814774001396621e-01	1.022488615020406e-01	5.075772854069142e-01	5.356408532409188e-01 
92605	1.125766258279684e-01	4.734183291315187e-01	5.808224019505188e-02	2.643773873636394e-01	9.774174811213359e-01	3.947597324823773e-02 
92606	8.870885613779950e-01	9.158108848686380e-01	8.552635898139623e-01	1.707199854639918e-01	6.166971570889918e-02	4.751989638783033e-01 
92607	2.599973568040865e-01	6.577057441033916e-01	8.290565795400443e-01	5.707703300615634e-01	4.290392922372740e-01	1.149106748005891e-01 
92608	5.175004194106443e-01	6.531685184003638e-01	8.443195656148342e-01	8.328930287775086e-01	4.440168535541821e-01	5.681711759270035e-01 
92609	6.817263954699628e-01	1.307634362628513e-01	2.323093345539222e-01	5.632037956096250e-01	2.330122977648919e-01	7.398866199608364e-01 
92610	9.884464838488244e-02	3.455889235928603e-01	2.133049486266938e-01	1.569268885799343e-01	6.099663114221610e-01	1.907224292823683e-01 
92611	1.964028618281720e-01	4.970548723344946e-01	1.065333136853451e-01	5.166645164213444e-02	6.677748577984864e-01	1.682030293942443e-01 
92612	5.268654155204378e-01	9.277722150682343e-01	8.259087739632971e-01	3.559219945948208e-01	4.985425446641364e-01	2.549480657349099e-01 
92613	4.708326698610711e-01	1.604296360911939e-02	9.081165846009350e-01	3.151522350102441e-01	8.489359923866280e-01	3.521334376894559e-01 
92614	8.833234109372475e-01	5.306623878565907e-01	4.828968739523072e-01	1.156327450255085e-01	9.386618300055441e-02	7.159091721828604e-01 
92615	8.555193649863448e-01	1.927108313854368e-01	6.149809531005942e-02	6.882431314737737e-02	3.496377199653712e-01	6.714644067322204e-01 
92616	2.595467424297457e-01	5.460405817935432e-01	1.685192786010538e-01	3.660800561150909e-01	5.977070334356777e-01	8.362941368652015e-01 
92617	5.342830859749965e-01	1.245724484904541e-01	7.640663514677745e-01	3.601918594726323e-01	4.804944435509362e-01	2.626088956662495e-01 
92618	6.151399252075422e-01	9.513271134120073e-01	2.786518592753689e-01	5.232565093428160e-01	2.664793479565901e-01	1.275878511963356e-01 
92619	8.753899474979332e-01	1.498027584281763e-01	6.582502390529263e-01	3.582868209845791e-01	2.654355039193460e-01	7.521164220534807e-01 
92620	7.419599270177818e-02	1.209548684400296e-01	9.448272534389176e-01	1.356940884774989e-01	1.897791820530683e-01	2.944649729386274e-01 
92621	8.071584952097193e-01	4.493259244828140e-01	8.405055551978320e-01	9.756777742764343e-01	8.154059810635662e-01	4.382125881678484e-01 
92622	8.119719106759745e-01	3.496890665729014e-01	5.627850371239638e-01	5.760382616780877e-01	7.098809260455337e-01	4.327948020923859e-02 
92623	8.386471573443371e-01	3.250208507874147e-01	9.946065936212458e-01	1.172990161540448e-01	8.482773605958919e-01	2.610859411121746e-01 
92624	2.448868673503803e-01	7.236673076281638e-01	4.108886995403509e-01	9.031371068689680e-01	8.195412814708153e-02	6.763242034596969e-01 
92625	6.552535284567873e-01	1.561501213145210e-01	7.972790723653879e-01	6.000807818957049e-01	2.918442097920199e-01	9.870582544184561e-01 
92626	8.945457548343324e-01	9.900270453607790e-02	4.363841784356088e-01	7.350513095665031e-01	7.468047834685095e-02	2.517901590335137e-01 
92627	1.732638977343514e-01	8.866523890228255e-01	6.014792256064151e-01	7.360489348583151e-01	4.626906502352518e-01	3.113601511862875e-01 
