1	8.401877171547095e-01	3.943829268190930e-01	7.830992237586059e-01	7.984400334760733e-01	9.116473579367843e-01 
2	1.975513692933840e-01	3.352227557148890e-01	7.682295948119040e-01	2.777747108031878e-01	5.539699557954305e-01 
3	4.773970518621602e-01	6.288709247619244e-01	3.647844727918433e-01	5.134009101956155e-01	9.522297251747128e-01 
4	9.161950680037007e-01	6.357117279599009e-01	7.172969294326831e-01	1.416025553558034e-01	6.069688762570586e-01 
5	1.630057162432958e-02	2.428867706297370e-01	1.372315767860187e-01	8.041767542269904e-01	1.566790892540846e-01 
6	4.009443942461835e-01	1.297904467814557e-01	1.088088020257693e-01	9.989245180035590e-01	2.182569053109069e-01 
7	5.129323944043984e-01	8.391122346926072e-01	6.126398325956612e-01	2.960316176973430e-01	6.375522677030192e-01 
8	5.242871900667843e-01	4.935829869907270e-01	9.727750238835695e-01	2.925167844130270e-01	7.713576977939148e-01 
9	5.267449792133388e-01	7.699138362751873e-01	4.002286220901779e-01	8.915294520051822e-01	2.833147460051415e-01 
10	3.524583472648907e-01	8.077245200088827e-01	9.190264739650424e-01	6.975527623191256e-02	9.493270753646861e-01 
11	5.259953502221011e-01	8.605584785624214e-02	1.922138459944231e-01	6.632269270081198e-01	8.902326025488938e-01 
12	3.488929352485076e-01	6.417132078864207e-02	2.002304886468828e-02	4.577017372742769e-01	6.309583832653977e-02 
13	2.382799541755952e-01	9.706341316786754e-01	9.022080734848082e-01	8.509197867712563e-01	2.666657493760184e-01 
14	5.397603407221662e-01	3.752069763723793e-01	7.602487363667454e-01	5.125353641400744e-01	6.677237607854063e-01 
15	5.316064341606602e-01	3.928034335341320e-02	4.376375965949323e-01	9.318350562508382e-01	9.308097953585953e-01 
16	7.209523430657351e-01	2.842934030500676e-01	7.385343149018168e-01	6.399788165651163e-01	3.540486797476414e-01 
17	6.878613902665029e-01	1.659741663215561e-01	4.401045276038835e-01	8.800752362609260e-01	8.292010933296760e-01 
18	3.303371296871161e-01	2.289681710437723e-01	8.933724145839793e-01	3.503601785518043e-01	6.866699083180492e-01 
19	9.564682529105192e-01	5.886401331930609e-01	6.573040395310633e-01	8.586763259296661e-01	4.395599194986559e-01 
20	9.239697889070817e-01	3.984366666518322e-01	8.147668963366965e-01	6.842185252738271e-01	9.109720307919067e-01 
21	4.824906566564416e-01	2.158249589688261e-01	9.502523741453198e-01	9.201282537170352e-01	1.476600147540029e-01 
22	8.810621695039152e-01	6.410805963171090e-01	4.319534182697318e-01	6.195964839400707e-01	2.810594124165640e-01 
23	7.860020980173732e-01	3.074578737409124e-01	4.470335792037815e-01	2.261066251555954e-01	1.875331095361771e-01 
24	2.762346720677962e-01	5.564437553083728e-01	4.165012805799494e-01	1.696070861861143e-01	9.068039338601771e-01 
25	1.031711884323373e-01	1.260753390966334e-01	4.954440665875767e-01	7.604752284290619e-01	9.847516650262995e-01 
26	9.350039865518939e-01	6.844450168704823e-01	3.831883312124705e-01	7.497708824229291e-01	3.686635416786482e-01 
27	2.941603620043771e-01	2.322615386137094e-01	5.844885006474743e-01	2.444127356840357e-01	1.523897918650833e-01 
28	7.321485158671385e-01	1.254749047222896e-01	7.934703881821923e-01	1.641019336712090e-01	7.450713891280216e-01 
29	7.452980059875632e-02	9.501040316885822e-01	5.252926240327268e-02	5.215633798025378e-01	1.762106563785163e-01 
30	2.400623724051110e-01	7.977980518703340e-01	7.326544116868891e-01	6.565636529850605e-01	9.674051385221095e-01 
31	6.394583455470663e-01	7.597348418830591e-01	9.348047715308166e-02	1.349024116689816e-01	5.202100698464597e-01 
32	7.823214171371988e-02	6.990639775521419e-02	2.046550862512808e-01	4.614204733918516e-01	8.196772801781433e-01 
33	5.733186283955903e-01	7.555808353962288e-01	5.193881879185271e-02	1.578071285774033e-01	9.999935710802644e-01 
34	2.043286106569360e-01	8.899556444445419e-01	1.254684758025540e-01	9.977989993047895e-01	5.405757765008955e-02 
35	8.705398649305757e-01	7.232879943788462e-02	4.161608873010431e-03	9.230691273338484e-01	5.938921792404224e-01 
36	1.803722657171880e-01	1.631314992732981e-01	3.916902306450951e-01	9.130266774040771e-01	8.196951527240198e-01 
37	3.590953687015433e-01	5.524850224854820e-01	5.794299941414176e-01	4.525758458546250e-01	6.873874346201250e-01 
38	9.964006352221597e-02	5.308079880340062e-01	7.572938323753392e-01	3.042951497734968e-01	9.922284614258579e-01 
39	5.769711125534824e-01	8.776137781690870e-01	7.478092963564253e-01	6.289099313453351e-01	3.542090674649035e-02 
40	7.478028669710285e-01	8.332385420022712e-01	9.253765511910322e-01	8.732713427735824e-01	8.310375408413995e-01 
41	9.794341293067830e-01	7.438112072384968e-01	9.033663402792841e-01	9.835957381797935e-01	6.668803345723452e-01 
42	4.972585190540452e-01	1.639680034313202e-01	8.300118338456433e-01	8.889487501648016e-01	7.699468083539730e-02 
43	6.497069861040018e-01	2.480441184006837e-01	6.294797033208793e-01	2.291369797797580e-01	7.006199647209700e-01 
44	3.168671374753430e-01	3.287770433019740e-01	2.314279522893149e-01	7.416096985068217e-02	6.330721935411320e-01 
45	2.236564132495115e-01	6.511320824041646e-01	5.106859712445577e-01	9.714657096059368e-01	2.800420132838385e-01 
46	5.461068779910481e-01	7.192685761113039e-01	1.132805548204484e-01	4.714834291820803e-01	5.925399188848864e-01 
47	9.443180961275092e-01	4.509175580232020e-01	3.363511256577220e-01	8.476844359411320e-01	4.345132957373342e-01 
48	3.231459764405834e-03	3.449429549951772e-01	5.984812996343157e-01	8.332432940757104e-01	2.338917046943175e-01 
49	6.754759804697130e-01	4.829502797140509e-01	4.819358230950012e-01	3.049556833249311e-01	7.120872599594701e-01 
50	1.825557873503099e-01	6.218228212659354e-01	4.086430279578283e-02	4.139837396396248e-01	6.959837911166176e-01 
